screen_id,organism,experimental_setup,condition_name,condition_class,growth_direction,readout_type,method,current_domain,needs_llm,needs_review
851,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
947,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
2014,Homo sapiens,Drug Exposure,KI-696 (KI696),drug,suppressing,survival,setup,stress,0,0
2483,Homo sapiens,Timecourse,-,baseline,none,marker,setup,reporter,0,0
1459,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
2015,Homo sapiens,Timecourse,-,baseline,none,marker,setup,reporter,0,0
852,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
431,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
2484,Homo sapiens,Timecourse,-,baseline,none,marker,setup,reporter,0,0
853,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1461,Homo sapiens,Timecourse,-,baseline,none,marker,setup,reporter,0,0
948,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
430,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
949,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
2016,Homo sapiens,Drug Exposure,Gemcitabine,drug,suppressing,survival,setup,stress,0,0
2485,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1464,Homo sapiens,Drug Exposure,Erlotinib,drug,suppressing,survival,setup,stress,0,0
432,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
854,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
950,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
2017,Homo sapiens,Timecourse,Exposure to allogeneic peripheral blood mononuclear cells (PBMCs),baseline,none,proliferation,setup,fitness,0,0
2486,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1466,Homo sapiens,Timecourse,-,baseline,none,marker,setup,reporter,0,0
433,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
855,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
951,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
2020,Homo sapiens,Virus Exposure,Virus: Influenza B virus (B/Yamagata/16/1988),pathogen,suppressing,survival,setup,stress,0,0
2487,Homo sapiens,Timecourse,-,baseline,none,marker,setup,reporter,0,0
1467,Homo sapiens,Timecourse,-,baseline,none,marker,setup,reporter,0,0
434,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
856,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
952,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
2021,Homo sapiens,Virus Exposure,Virus:Vaccinia virus Western Reserve,pathogen,suppressing,survival,setup,stress,0,0
1471,Homo sapiens,Drug Exposure,Pictilisib,drug,suppressing,survival,setup,stress,0,0
435,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
857,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
953,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
2022,Homo sapiens,Virus Exposure,Virus:Vaccinia virus Western Reserve,pathogen,suppressing,survival,setup,stress,0,0
1472,Homo sapiens,Drug Exposure,Palbociclib,drug,suppressing,survival,setup,stress,0,0
436,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
858,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
954,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
2023,Homo sapiens,Virus Exposure,Virus:Vaccinia virus Western Reserve,pathogen,suppressing,survival,setup,stress,0,0
1473,Homo sapiens,Drug Exposure,Ribociclib,drug,suppressing,survival,setup,stress,0,0
437,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
859,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
955,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
2024,Homo sapiens,Virus Exposure,Virus:Vaccinia virus Western Reserve,pathogen,suppressing,survival,setup,stress,0,0
1474,Homo sapiens,Drug Exposure,Ipatasertib,drug,suppressing,survival,setup,stress,0,0
438,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
860,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
956,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
2025,Homo sapiens,Virus Exposure,Virus:Vaccinia virus Western Reserve,pathogen,suppressing,survival,setup,stress,0,0
1475,Homo sapiens,Drug Exposure,Methyl methanesulfonate (MMS),drug,suppressing,survival,setup,stress,0,0
439,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
861,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
957,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
2026,Homo sapiens,Virus Exposure,Virus:Vaccinia virus Western Reserve,pathogen,suppressing,survival,setup,stress,0,0
1476,Homo sapiens,Drug Exposure,Camptothecin,drug,suppressing,survival,setup,stress,0,0
440,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
862,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
958,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
959,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1477,Homo sapiens,Drug Exposure,Cisplatin,drug,suppressing,survival,setup,stress,0,0
2027,Homo sapiens,Virus Exposure,Virus:Vaccinia virus Western Reserve,pathogen,suppressing,survival,setup,stress,0,0
441,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
863,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1479,Homo sapiens,Bacteria Exposure,Salmonella enterica serovar Typhimurium,pathogen,suppressing,survival,setup,stress,0,0
864,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
442,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
2028,Homo sapiens,Virus Exposure,Virus:Vaccinia virus Western Reserve,pathogen,suppressing,survival,setup,stress,0,0
443,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
960,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1478,Homo sapiens,Drug Exposure,Bleocin,drug,suppressing,survival,setup,stress,0,0
2029,Homo sapiens,Virus Exposure,Virus:Vaccinia virus Western Reserve,pathogen,suppressing,survival,setup,stress,0,0
865,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
961,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
2030,Homo sapiens,Virus Exposure,Virus:Vaccinia virus Western Reserve,pathogen,suppressing,survival,setup,stress,0,0
1480,Homo sapiens,Bacteria Exposure,Salmonella enterica serovar Typhimurium,pathogen,suppressing,survival,setup,stress,0,0
444,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
866,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
962,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
2031,Homo sapiens,Virus Exposure,Virus:Vaccinia virus Western Reserve,pathogen,suppressing,survival,setup,stress,0,0
445,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
867,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
963,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1485,Homo sapiens,Drug Exposure,Etoposide,drug,suppressing,survival,setup,stress,0,0
2032,Homo sapiens,Virus Exposure,Virus:Vaccinia virus Western Reserve,pathogen,suppressing,survival,setup,stress,0,0
446,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
868,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
964,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1486,Homo sapiens,Drug Exposure,Etoposide,drug,suppressing,survival,setup,stress,0,0
2033,Homo sapiens,Virus Exposure,Virus:Vaccinia virus Western Reserve,pathogen,suppressing,survival,setup,stress,0,0
1487,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
447,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
869,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
965,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
2034,Homo sapiens,Virus Exposure,Virus:Vaccinia virus Western Reserve,pathogen,suppressing,survival,setup,stress,0,0
1488,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
448,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
870,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
966,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
2035,Homo sapiens,Virus Exposure,Virus:Vaccinia virus Western Reserve,pathogen,suppressing,survival,setup,stress,0,0
1491,Homo sapiens,Drug Exposure,Flavopiridol,drug,suppressing,survival,setup,stress,0,0
449,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
871,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
967,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
2036,Homo sapiens,Virus Exposure,Virus:Vaccinia virus Western Reserve,pathogen,suppressing,survival,setup,stress,0,0
1492,Homo sapiens,Drug Exposure,Pladienolide B (PladB),drug,suppressing,survival,setup,stress,0,0
450,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
872,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
968,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
2037,Homo sapiens,Virus Exposure,Virus:Vaccinia virus Western Reserve,pathogen,suppressing,survival,setup,stress,0,0
1493,Homo sapiens,Drug Exposure,Nicotinamide,drug,suppressing,survival,setup,stress,0,0
451,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
873,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
969,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
2038,Homo sapiens,Virus Exposure,Virus:Vaccinia virus Western Reserve,pathogen,suppressing,survival,setup,stress,0,0
1494,Homo sapiens,Drug Exposure,Vorinostat/SAHA,drug,suppressing,survival,setup,stress,0,0
452,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
874,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
970,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
2039,Homo sapiens,Virus Exposure,Virus:Vaccinia virus Western Reserve,pathogen,suppressing,survival,setup,stress,0,0
1495,Homo sapiens,Drug Exposure,BI-2536,drug,suppressing,survival,setup,stress,0,0
453,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
875,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
971,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
2040,Homo sapiens,Virus Exposure,Virus:Vaccinia virus Western Reserve,pathogen,suppressing,survival,setup,stress,0,0
1496,Homo sapiens,Drug Exposure,Colchicine,drug,suppressing,survival,setup,stress,0,0
454,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
876,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
972,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
2041,Homo sapiens,Virus Exposure,Virus:Vaccinia virus Western Reserve,pathogen,suppressing,survival,setup,stress,0,0
973,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
877,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
2042,Homo sapiens,Virus Exposure,Virus:Vaccinia virus Western Reserve,pathogen,suppressing,survival,setup,stress,0,0
1498,Homo sapiens,Drug Exposure,Paclitaxel (Taxol),drug,suppressing,survival,setup,stress,0,0
1497,Homo sapiens,Drug Exposure,TAK-901,drug,suppressing,survival,setup,stress,0,0
455,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
456,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
878,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
974,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
2043,Homo sapiens,Virus Exposure,Virus:Vaccinia virus Western Reserve,pathogen,suppressing,survival,setup,stress,0,0
1499,Homo sapiens,Drug Exposure,RO-3306,drug,suppressing,survival,setup,stress,0,0
457,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
879,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
975,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
2044,Homo sapiens,Virus Exposure,Virus:Vaccinia virus Western Reserve,pathogen,suppressing,survival,setup,stress,0,0
1500,Homo sapiens,Drug Exposure,JG-231,drug,suppressing,survival,setup,stress,0,0
458,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
880,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
976,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
2045,Homo sapiens,Virus Exposure,Virus:Vaccinia virus Western Reserve,pathogen,suppressing,survival,setup,stress,0,0
1501,Homo sapiens,Drug Exposure,17-AAG/Tanespimycin,drug,suppressing,survival,setup,stress,0,0
459,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
881,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
977,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
2046,Homo sapiens,Virus Exposure,Virus:Vaccinia virus Western Reserve,pathogen,suppressing,survival,setup,stress,0,0
1502,Homo sapiens,Drug Exposure,CB-5083,drug,suppressing,survival,setup,stress,0,0
460,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
882,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
978,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
2047,Homo sapiens,Virus Exposure,Virus:Vaccinia virus Western Reserve,pathogen,suppressing,survival,setup,stress,0,0
461,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
883,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
979,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1503,Homo sapiens,Drug Exposure,Pravastatin Sodium,drug,suppressing,survival,setup,stress,0,0
2048,Homo sapiens,Toxin Exposure,aflatoxin B1 (AFB1),toxin,suppressing,survival,setup,stress,0,0
1504,Homo sapiens,Drug Exposure,Dichloroacetic acid (DCA),drug,suppressing,survival,setup,stress,0,0
462,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
884,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
980,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
2050,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1505,Homo sapiens,Drug Exposure,Brefeldin A,drug,suppressing,survival,setup,stress,0,0
463,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
885,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
981,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
2051,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1506,Homo sapiens,Drug Exposure,Leptomycin B,drug,suppressing,survival,setup,stress,0,0
464,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
886,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
982,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
2052,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
465,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
887,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
983,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1507,Homo sapiens,Drug Exposure,2-Thenoyltrifluoroacetone (TTFA),drug,suppressing,survival,setup,stress,0,0
2053,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
466,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
888,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
984,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1508,Homo sapiens,Drug Exposure,BAPTA-AM,drug,suppressing,survival,setup,stress,0,0
2054,Homo sapiens,Drug Exposure,"1S,3R-RSL3",drug,suppressing,survival,setup,stress,0,0
467,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
889,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1511,Homo sapiens,Drug Exposure,Bisindolylm. (bisindolylmaleimide/GF109203X),drug,suppressing,survival,setup,stress,0,0
1509,Homo sapiens,Drug Exposure,Imatinib mesylate,drug,suppressing,survival,setup,stress,0,0
985,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
2056,Homo sapiens,Timecourse,LRP8-Knockout (LRP8-KO),baseline,none,proliferation,setup,fitness,0,0
2055,Homo sapiens,Drug Exposure,Erastin,drug,suppressing,survival,setup,stress,0,0
986,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
890,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
468,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1510,Homo sapiens,Drug Exposure,Vismodegib (GDC-0449),drug,suppressing,survival,setup,stress,0,0
469,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
891,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
987,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
2057,Homo sapiens,Timecourse,LRP8-Knockout (LRP8-KO),baseline,none,proliferation,setup,fitness,0,0
1512,Homo sapiens,Drug Exposure,Pimasertib (AS-703026),drug,suppressing,survival,setup,stress,0,0
470,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
892,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
988,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
2058,Homo sapiens,SARS-CoV-2 Spike-RBD exposure,SARS-CoV-2 Spike-RBD,binding,UNRESOLVED,marker,setup,reporter,1,0
1513,Homo sapiens,Drug Exposure,Rapamycin,drug,suppressing,survival,setup,stress,0,0
471,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
893,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
989,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
2059,Homo sapiens,SARS-CoV-2 Spike-RBD exposure,SARS-CoV-2 Spike-RBD,binding,UNRESOLVED,marker,setup,reporter,1,0
1514,Homo sapiens,Drug Exposure,Thapsigargin,drug,suppressing,survival,setup,stress,0,0
472,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
894,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
990,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
2060,Homo sapiens,Virus Exposure,SARS-CoV-2 Spike‐Δ19 protein pseudotyped lentivirus,pathogen,suppressing,survival,setup,fitness,0,1
1515,Homo sapiens,Drug Exposure,Tunicamycin,drug,suppressing,survival,setup,stress,0,0
473,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
895,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
991,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
2061,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
