screen_id,organism,condition_class,growth_direction,readout_type,sign_convention,source,status,current_domain,new_domain,domain_changed
1750,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2262,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1183,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
64,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
222,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
641,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1751,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
2263,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1184,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
65,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
223,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
642,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1752,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
66,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2264,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
224,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1754,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1753,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
643,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1185,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
644,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1186,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
67,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
225,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2265,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2266,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1187,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
68,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2267,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1755,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
645,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
226,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
69,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
227,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
646,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1188,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
1756,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2268,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
70,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
228,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
647,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1190,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
1757,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2269,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
71,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1191,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
648,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
229,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1758,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2270,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
72,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
649,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1192,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1759,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2271,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
73,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
232,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
650,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1193,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1760,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2274,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
74,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
233,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
651,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1195,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
1761,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2275,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
75,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
234,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
652,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1196,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
1762,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2276,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
235,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1198,Homo sapiens,signal,suppressing,survival,KO of the gene conferred resistance to TNF-alpha,llm,auto,fitness,stress,1
653,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1763,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1764,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2277,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1199,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
236,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
654,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
237,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
655,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2278,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1200,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
1766,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2279,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1203,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
238,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
656,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1767,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2280,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1204,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
239,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
657,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1768,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
2281,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1205,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
240,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
658,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1769,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
2282,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1206,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
241,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
659,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1770,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
2283,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1207,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
242,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
660,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1771,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
2284,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1208,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
243,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
661,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1772,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
2285,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1209,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
244,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
662,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1773,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
2286,Homo sapiens,in-vivo,none,proliferation,,rule,auto,fitness,fitness,0
1210,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
245,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
