gene,tier,specific,channels,n_cohit,n_cohit_pubs,odds_ratio,cohit_q,spec_enrichment,spec_q,rho,n_coess,coess_q,n_shared_pubs,hit_freq_all,is_core_essential,strength
Nudcd3,Weak,False,co-hit|co-citation|contextual,5,5,16.667,3.329e-02,1.9,1.421e-01,0.4914,30,1.750e-01,6,0.3297,False,0.7388
Pelp1,Weak,False,co-hit|co-citation|contextual,5,5,16.667,3.329e-02,1.78,1.626e-01,0.4874,30,1.806e-01,6,0.3511,False,0.738
Eif2b3,Weak,False,co-hit|co-citation|contextual,5,5,16.667,3.329e-02,1.94,1.353e-01,0.4496,30,2.275e-01,5,0.3222,False,0.7305
Ska2,Weak,False,co-hit|co-citation|contextual,5,5,16.667,3.329e-02,2.07,1.217e-01,0.4216,30,2.740e-01,5,0.3023,False,0.7249
Hist1h2ag,Weak,False,co-hit|co-citation|contextual,5,5,16.667,3.329e-02,1.84,1.526e-01,0.4047,30,3.039e-01,5,0.3393,False,0.7215
Pop4,Weak,False,co-hit|co-citation|contextual,5,5,16.667,3.329e-02,2.1,1.186e-01,0.4007,30,3.126e-01,6,0.297,False,0.7207
Cstf1,Weak,False,co-hit|co-citation|contextual,5,5,16.667,3.329e-02,1.96,1.328e-01,0.3882,30,3.335e-01,6,0.3191,False,0.7182
Gm21119,Weak,False,co-hit|co-citation|contextual,5,5,22.5,3.329e-02,1.67,1.978e-01,0.3859,28,3.650e-01,5,0.3333,False,0.7177
Elob,Weak,False,co-hit|co-citation|contextual,5,5,16.667,3.329e-02,1.52,2.409e-01,0.2796,30,5.506e-01,6,0.4118,False,0.6965
Elp2,Weak,False,co-hit|co-citation|contextual,5,5,16.667,3.329e-02,2.03,1.277e-01,0.1648,30,7.799e-01,5,0.3085,False,0.6735
Eif4g2,Weak,False,co-hit|co-citation|contextual,5,5,16.667,3.329e-02,1.99,1.311e-01,-0.2472,30,6.200e-01,5,0.3146,False,0.6406
Timm29,Weak,False,co-hit|co-citation|contextual,5,5,15.833,3.766e-02,1.67,1.886e-01,0.3103,29,4.962e-01,6,0.3736,False,0.6999
Rpsa,Weak,False,co-hit|co-citation|contextual,5,5,15.833,3.766e-02,1.88,1.461e-01,0.1847,29,7.496e-01,5,0.3333,False,0.6748
Noc3l,Weak,False,co-hit|co-citation|contextual,5,5,15.833,3.766e-02,2.0,1.304e-01,0.1635,29,7.855e-01,6,0.3118,False,0.6706
Gm4836,Weak,False,co-hit|co-citation|contextual,5,5,21.25,3.770e-02,2.3,1.089e-01,0.2308,27,6.775e-01,5,0.2414,False,0.684
Srcap,Weak,False,co-hit|co-citation|contextual,5,5,21.25,3.770e-02,1.96,1.384e-01,0.177,27,7.772e-01,5,0.2838,False,0.6733
Atp5b,Weak,False,co-hit|co-essentiality|co-citation|contextual,6,5,12.0,3.889e-02,1.85,1.247e-01,0.6142,30,5.888e-02,5,0.3611,False,0.7933
Rpl17,Weak,False,co-hit|co-citation|contextual,5,5,15.0,4.396e-02,1.6,2.116e-01,0.3487,28,4.367e-01,5,0.3913,True,0.7043
Gmppb,Weak,False,co-hit|co-essentiality|co-citation|contextual,5,5,12.5,4.891e-02,1.7,1.886e-01,0.6278,31,5.165e-02,5,0.3271,False,0.7578
Trmt112,Weak,False,co-hit|co-essentiality|co-citation|contextual,5,5,12.5,4.891e-02,1.67,1.978e-01,0.6044,31,5.889e-02,5,0.3333,False,0.7531
Nufip1,Weak,False,co-hit|co-essentiality|co-citation|contextual,5,5,12.5,4.891e-02,2.3,1.092e-01,0.5698,31,8.806e-02,5,0.2418,False,0.7462
Polr1e,Weak,False,co-hit|co-essentiality|co-citation|contextual,5,5,12.5,4.891e-02,1.75,1.765e-01,0.5621,31,9.397e-02,5,0.3178,False,0.7446
Prpf38a,Weak,False,co-hit|co-essentiality|co-citation|contextual,5,5,12.5,4.891e-02,1.67,1.978e-01,0.5484,31,1.061e-01,5,0.3333,False,0.7419
Tsr1,Weak,False,co-hit|co-essentiality|co-citation|contextual,5,5,12.5,4.891e-02,1.76,1.739e-01,0.5036,31,1.540e-01,6,0.3152,False,0.7329
Hnrnpf,Weak,False,co-hit|co-citation|contextual,5,5,12.5,4.891e-02,2.41,1.024e-01,0.475,31,1.872e-01,5,0.2308,False,0.7272
Psmd2,Weak,False,co-hit|co-citation|contextual,5,5,12.5,4.891e-02,2.01,1.318e-01,0.4544,31,2.117e-01,5,0.2762,True,0.7231
Pola1,Weak,False,co-hit|co-citation|contextual,5,5,12.5,4.891e-02,1.92,1.448e-01,0.4278,31,2.538e-01,5,0.2897,False,0.7178
Cdan1,Weak,False,co-hit|co-citation|contextual,5,5,12.5,4.891e-02,2.38,1.026e-01,0.4206,31,2.647e-01,5,0.2333,False,0.7163
Tbcd,Weak,False,co-hit|co-citation|contextual,5,5,12.5,4.891e-02,1.72,1.823e-01,0.4077,31,2.865e-01,6,0.3226,False,0.7137
Ttc27,Weak,False,co-hit|co-citation|contextual,5,5,12.5,4.891e-02,1.63,2.082e-01,0.3988,31,3.027e-01,5,0.3407,False,0.712
Rae1,Weak,False,co-hit|co-citation|contextual,5,5,12.5,4.891e-02,1.82,1.607e-01,0.3758,31,3.451e-01,6,0.3053,False,0.7074
Nfs1,Weak,False,co-hit|co-citation|contextual,5,5,12.5,4.891e-02,1.78,1.697e-01,0.3722,31,3.503e-01,5,0.3119,False,0.7066
Srrm1,Weak,False,co-hit|co-citation|contextual,5,5,12.5,4.891e-02,1.72,1.823e-01,0.3645,31,3.674e-01,5,0.3226,False,0.7051
Polr3k,Weak,False,co-hit|co-citation|contextual,5,5,12.5,4.891e-02,1.47,2.694e-01,0.3504,31,3.962e-01,6,0.3789,False,0.7023
Nepro,Weak,False,co-hit|co-citation|contextual,5,5,12.5,4.891e-02,2.3,1.094e-01,0.3427,31,4.134e-01,5,0.2419,False,0.7007
Arpc2,Weak,False,co-hit|co-citation|contextual,5,5,12.5,4.891e-02,2.14,1.188e-01,0.3395,31,4.219e-01,5,0.2596,False,0.7001
Mrpl10,Weak,False,co-hit|co-citation|contextual,5,5,12.5,4.891e-02,1.61,2.131e-01,0.3375,31,4.238e-01,6,0.3441,True,0.6997
Ctr9,Weak,False,co-hit|co-citation|contextual,5,5,12.5,4.891e-02,1.72,1.827e-01,0.331,31,4.367e-01,6,0.3229,False,0.6984
Rps15,Weak,False,co-hit|co-citation|contextual,5,5,14.167,4.891e-02,1.27,3.795e-01,0.3278,27,4.870e-01,5,0.4928,True,0.6978
Btf3,Weak,False,co-hit|co-citation|contextual,5,5,12.5,4.891e-02,1.46,2.715e-01,0.3274,31,4.431e-01,5,0.3803,False,0.6977
Tma16,Weak,False,co-hit|co-citation|contextual,5,5,12.5,4.891e-02,1.7,1.873e-01,0.327,31,4.431e-01,5,0.3261,False,0.6976
Fdps,Weak,False,co-hit|co-citation|contextual,5,5,12.5,4.891e-02,2.44,1.013e-01,0.3185,31,4.607e-01,5,0.2273,False,0.6959
Kif11,Weak,False,co-hit|co-citation|contextual,5,5,12.5,4.891e-02,1.96,1.373e-01,0.2899,31,5.197e-01,5,0.283,False,0.6902
Msto1,Weak,False,co-hit|co-citation|contextual,5,5,12.5,4.891e-02,1.86,1.543e-01,0.2819,31,5.367e-01,5,0.299,False,0.6886
Aamp,Weak,False,co-hit|co-citation|contextual,5,5,12.5,4.891e-02,2.03,1.311e-01,0.2819,31,5.367e-01,6,0.2743,False,0.6886
Sdhc,Weak,False,co-hit|co-citation|contextual,5,5,12.5,4.891e-02,2.11,1.222e-01,0.2758,31,5.491e-01,6,0.2636,False,0.6874
Nup85,Weak,False,co-hit|co-citation|contextual,5,5,12.5,4.891e-02,1.65,2.027e-01,0.2718,31,5.587e-01,5,0.3368,True,0.6866
Ncapd2,Weak,False,co-hit|co-citation|contextual,5,5,12.5,4.891e-02,1.58,2.250e-01,0.244,31,6.167e-01,6,0.3516,False,0.681
Wac,Weak,False,co-hit|co-citation|contextual,5,5,12.5,4.891e-02,2.01,1.321e-01,0.2403,31,6.270e-01,5,0.2768,False,0.6803
Ell,Weak,False,co-hit|co-citation|contextual,5,5,12.5,4.891e-02,2.03,1.311e-01,0.229,31,6.510e-01,5,0.2737,False,0.678
Espl1,Weak,False,co-hit|co-citation|contextual,5,5,12.5,4.891e-02,1.68,1.937e-01,0.2246,31,6.595e-01,5,0.3303,False,0.6771
Nars,Weak,False,co-hit|co-citation|contextual,5,5,12.5,4.891e-02,1.73,1.802e-01,0.2181,31,6.700e-01,5,0.3208,True,0.6758
Rrp7a,Weak,False,co-hit|co-citation|contextual,5,5,12.5,4.891e-02,1.6,2.192e-01,0.2153,31,6.752e-01,5,0.3478,False,0.6753
Cflar,Weak,False,co-hit|co-citation|contextual,5,5,12.5,4.891e-02,1.26,3.885e-01,0.2012,31,7.059e-01,5,0.4409,False,0.6724
Hist1h3i,Weak,False,co-hit|co-citation|contextual,5,5,12.5,4.891e-02,1.93,1.435e-01,0.1806,31,7.437e-01,5,0.2885,False,0.6683
Ppp2r3c,Weak,False,co-hit|co-citation|contextual,5,5,12.5,4.891e-02,1.89,1.495e-01,0.1536,31,7.925e-01,5,0.2935,False,0.6629
Cpsf4,Weak,False,co-hit|co-citation|contextual,5,5,12.5,4.891e-02,1.65,2.027e-01,0.1508,31,7.993e-01,5,0.3368,False,0.6624
Ep400,Weak,False,co-hit|co-citation|contextual,5,5,12.5,4.891e-02,2.33,1.061e-01,0.1492,31,8.021e-01,5,0.2385,False,0.662
Pola2,Weak,False,co-hit|co-citation|contextual,5,5,12.5,4.891e-02,1.96,1.373e-01,0.1399,31,8.184e-01,5,0.283,False,0.6602
Atp5o,Weak,False,co-hit|co-citation|contextual,5,5,12.5,4.891e-02,2.03,1.311e-01,0.1262,31,8.406e-01,5,0.2736,False,0.6574
Cyc1,Weak,False,co-hit|co-citation|contextual,5,5,12.5,4.891e-02,1.68,1.938e-01,0.1177,31,8.535e-01,5,0.3304,False,0.6557
Psmd11,Weak,False,co-hit|co-citation|contextual,5,5,12.5,4.891e-02,1.68,1.928e-01,0.0831,31,9.012e-01,5,0.3298,True,0.6488
Stil,Weak,False,co-hit|co-citation|contextual,5,5,12.5,4.891e-02,2.2,1.146e-01,0.0274,31,9.726e-01,6,0.2526,False,0.6377
Clasrp,Weak,False,co-hit|co-citation|contextual,5,5,12.5,4.891e-02,1.85,1.562e-01,0.027,31,9.732e-01,5,0.3011,False,0.6376
Vars,Weak,False,co-hit|co-citation|contextual,5,5,12.5,4.891e-02,1.92,1.448e-01,0.0206,31,9.805e-01,5,0.2897,False,0.6363
Pkmyt1,Weak,False,co-hit|co-citation|contextual,5,5,12.5,4.891e-02,2.12,1.204e-01,-0.0597,31,9.325e-01,5,0.2617,False,0.6322
Eif2s2,Weak,False,co-hit|co-citation|contextual,5,5,12.5,4.891e-02,1.76,1.739e-01,-0.2754,31,5.505e-01,6,0.3152,False,0.6322
Toe1,Weak,False,co-hit|co-citation|contextual,5,5,12.5,4.891e-02,1.68,1.928e-01,-0.0052,31,9.955e-01,5,0.3298,False,0.6322
Sap18,Weak,False,co-hit|co-citation|contextual,5,5,12.5,4.891e-02,1.95,1.391e-01,-0.0149,31,9.872e-01,5,0.2844,False,0.6322
Mrpl12,Weak,False,co-hit|co-citation|contextual,6,5,9.0,4.943e-02,1.84,1.251e-01,0.4069,31,2.886e-01,5,0.3617,True,0.7467
Ruvbl1,Weak,False,co-hit|co-essentiality|co-citation|contextual,5,5,11.875,4.943e-02,1.52,2.487e-01,0.5115,30,1.540e-01,6,0.3662,False,0.7343
Atpaf2,Weak,False,co-hit|co-essentiality|co-citation|contextual,5,5,11.875,4.943e-02,1.68,1.935e-01,0.5061,30,1.578e-01,5,0.3302,False,0.7332
Ccdc137,Weak,False,co-hit|co-citation|contextual,5,5,11.875,4.943e-02,2.2,1.146e-01,0.4523,30,2.241e-01,5,0.2527,False,0.7224
Mrpl53,Weak,False,co-hit|co-citation|contextual,5,5,11.875,4.943e-02,2.06,1.290e-01,0.4198,30,2.774e-01,6,0.2697,True,0.7159
Ddx11,Weak,False,co-hit|co-citation|contextual,5,5,11.875,4.943e-02,2.4,1.024e-01,0.3895,30,3.328e-01,5,0.2319,False,0.7099
Birc5,Weak,False,co-hit|co-citation|contextual,5,5,11.875,4.943e-02,1.77,1.721e-01,0.3851,30,3.392e-01,5,0.3137,False,0.709
Tpi1,Weak,False,co-hit|co-citation|contextual,5,5,11.875,4.943e-02,1.62,2.114e-01,0.3709,30,3.673e-01,6,0.3429,False,0.7061
Orc5,Weak,False,co-hit|co-citation|contextual,5,5,11.875,4.943e-02,1.55,2.352e-01,0.3375,30,4.353e-01,5,0.3587,False,0.6995
Pgd,Weak,False,co-hit|co-citation|contextual,5,5,11.875,4.943e-02,1.67,1.978e-01,0.3184,30,4.707e-01,5,0.3333,False,0.6956
Txnl4b,Weak,False,co-hit|co-citation|contextual,5,5,11.875,4.943e-02,2.27,1.111e-01,0.317,30,4.721e-01,6,0.2444,False,0.6954
Mrpl47,Weak,False,co-hit|co-citation|contextual,5,5,11.875,4.943e-02,1.67,1.978e-01,0.2961,30,5.172e-01,5,0.3333,True,0.6912
Zcchc9,Weak,False,co-hit|co-citation|contextual,5,5,11.875,4.943e-02,1.83,1.597e-01,0.2663,30,5.807e-01,5,0.3043,False,0.6852
Rplp2,Weak,False,co-hit|co-citation|contextual,5,5,11.875,4.943e-02,1.75,1.762e-01,0.2645,30,5.842e-01,5,0.3175,False,0.6849
Alg2,Weak,False,co-hit|co-citation|contextual,5,5,11.875,4.943e-02,1.6,2.165e-01,0.2503,30,6.118e-01,5,0.3462,False,0.682
Gm15319,Weak,False,co-hit|co-citation|contextual,5,5,11.875,4.943e-02,1.75,1.760e-01,0.2489,30,6.150e-01,5,0.3171,False,0.6817
Zzz3,Weak,False,co-hit|co-citation|contextual,5,5,11.875,4.943e-02,1.87,1.535e-01,0.2449,30,6.257e-01,6,0.2979,False,0.6809
Med27,Weak,False,co-hit|co-citation|contextual,5,5,11.875,4.943e-02,2.38,1.026e-01,0.2285,30,6.595e-01,6,0.2333,False,0.6777
Cenph,Weak,False,co-hit|co-citation|contextual,5,5,11.875,4.943e-02,1.92,1.437e-01,0.2245,30,6.657e-01,5,0.2889,False,0.6769
Atp6v1a,Weak,False,co-hit|co-citation|contextual,5,5,11.875,4.943e-02,1.86,1.536e-01,0.0808,30,9.060e-01,5,0.2981,False,0.6481
Nudc,Weak,False,co-hit|co-citation|contextual,5,5,11.875,4.943e-02,1.77,1.730e-01,0.0732,30,9.174e-01,6,0.3146,False,0.6466
Rps20,Weak,False,co-hit|co-citation|contextual,5,5,11.875,4.943e-02,1.54,2.404e-01,0.0603,30,9.328e-01,6,0.3614,True,0.644
Srp54a,Weak,False,co-hit|co-citation|contextual,4,4,57.857,1.589e-02,2.48,1.171e-01,0.3286,29,4.628e-01,5,0.2308,False,0.689
Srp54b,Weak,False,co-hit|co-citation|contextual,4,4,57.857,1.589e-02,2.44,1.188e-01,0.2345,29,6.565e-01,5,0.234,False,0.6702
Lars2,Weak,False,co-hit|co-essentiality|co-citation|contextual,5,4,33.333,1.990e-02,2.0,1.304e-01,0.6172,29,6.164e-02,4,0.3119,False,0.7752
Mrps18b,Weak,False,co-hit|co-citation|contextual,4,4,45.0,1.990e-02,2.07,1.586e-01,0.459,30,2.145e-01,5,0.2418,True,0.7102
Zfp980,Weak,False,co-hit|co-citation|contextual,4,4,45.0,1.990e-02,2.75,1.067e-01,0.3993,30,3.148e-01,4,0.1818,False,0.6982
Ndufaf5,Weak,False,co-hit|co-citation|contextual,4,4,45.0,1.990e-02,1.81,2.057e-01,0.3882,30,3.335e-01,4,0.2766,False,0.696
Txn2,Weak,False,co-hit|co-citation|contextual,4,4,45.0,1.990e-02,2.17,1.470e-01,0.3882,30,3.335e-01,4,0.2308,False,0.696
Sephs2,Weak,False,co-hit|co-citation|contextual,4,4,45.0,1.990e-02,2.06,1.595e-01,0.3161,30,4.751e-01,5,0.2427,False,0.6816
Taf1d,Weak,False,co-hit|co-citation|contextual,4,4,45.0,1.990e-02,2.04,1.630e-01,0.3143,30,4.783e-01,5,0.2455,False,0.6812
Donson,Weak,False,co-hit|co-citation|contextual,4,4,45.0,1.990e-02,1.92,1.827e-01,0.3001,30,5.084e-01,4,0.2609,False,0.6784
Ndufb4,Weak,False,co-hit|co-citation|contextual,4,4,45.0,1.990e-02,2.08,1.571e-01,0.257,30,5.965e-01,4,0.2407,False,0.6698
Iba57,Weak,False,co-hit|co-citation|contextual,5,4,35.0,1.990e-02,2.27,1.061e-01,0.0385,30,9.605e-01,4,0.2747,False,0.6594
Smarcb1,Weak,False,co-hit|co-citation|contextual,4,4,45.0,1.990e-02,2.91,1.018e-01,0.1844,30,7.435e-01,4,0.1718,False,0.6553
Emc3,Weak,False,co-hit|co-citation|contextual,5,4,35.0,1.990e-02,2.19,1.111e-01,-0.0194,30,9.823e-01,5,0.2857,False,0.6517
Cox11,Weak,False,co-hit|co-citation|contextual,4,4,45.0,1.990e-02,1.96,1.756e-01,0.1613,30,7.853e-01,5,0.2547,False,0.6506
Suds3,Weak,False,co-hit|co-citation|contextual,4,4,45.0,1.990e-02,1.73,2.243e-01,0.1186,30,8.555e-01,5,0.2885,False,0.6421
Nob1,Weak,False,co-hit|co-citation|contextual,4,4,45.0,1.990e-02,1.76,2.175e-01,0.0296,30,9.699e-01,5,0.2842,False,0.6243
Trappc3,Weak,False,co-hit|co-citation|contextual,4,4,45.0,1.990e-02,1.84,1.990e-01,0.0234,30,9.776e-01,4,0.2718,False,0.6231
Foxred1,Weak,False,co-hit|co-citation|contextual,4,4,45.0,1.990e-02,1.7,2.317e-01,0.01,30,9.918e-01,4,0.2935,False,0.6204
Eefsec,Weak,False,co-hit|co-citation|contextual,4,4,45.0,1.990e-02,1.92,1.827e-01,0.0096,30,9.919e-01,5,0.2609,False,0.6203
Rint1,Weak,False,co-hit|co-essentiality|co-citation|contextual,4,4,43.0,2.139e-02,2.1,1.549e-01,0.5709,29,1.007e-01,4,0.2386,False,0.731
Coq2,Weak,False,co-hit|co-citation|contextual,4,4,43.0,2.139e-02,2.15,1.498e-01,0.4517,29,2.396e-01,4,0.233,False,0.7072
Cdca5,Weak,False,co-hit|co-citation|contextual,4,4,43.0,2.139e-02,1.92,1.819e-01,0.4379,29,2.594e-01,5,0.2598,False,0.7044
Polr2j,Weak,False,co-hit|co-citation|contextual,4,4,43.0,2.139e-02,1.79,2.088e-01,0.3729,29,3.763e-01,5,0.2788,False,0.6914
Gm13871,Weak,False,co-hit|co-citation|contextual,4,4,43.0,2.139e-02,2.25,1.373e-01,0.3079,29,5.019e-01,5,0.2222,False,0.6784
Smg7,Weak,False,co-hit|co-citation|contextual,4,4,43.0,2.139e-02,2.11,1.535e-01,0.3049,29,5.098e-01,4,0.2366,False,0.6778
Upf1,Weak,False,co-hit|co-citation|contextual,4,4,43.0,2.139e-02,2.09,1.561e-01,0.2931,29,5.334e-01,5,0.2394,False,0.6754
Sod2,Weak,False,co-hit|co-citation|contextual,4,4,43.0,2.139e-02,1.67,2.424e-01,0.2685,29,5.858e-01,4,0.3,False,0.6705
Pak2,Weak,False,co-hit|co-citation|contextual,4,4,43.0,2.139e-02,2.8,1.037e-01,0.1099,29,8.726e-01,4,0.1786,False,0.6388
Psmb5,Weak,False,co-hit|co-citation|contextual,4,4,43.0,2.139e-02,1.87,1.937e-01,-0.032,29,9.683e-01,4,0.268,True,0.6168
Eloc,Weak,False,co-hit|co-citation|contextual,4,4,43.0,2.139e-02,1.46,3.148e-01,-0.1567,29,7.978e-01,4,0.3415,False,0.6168
Tiprl,Weak,False,co-hit|co-citation|contextual,4,4,41.0,2.294e-02,1.6,2.620e-01,0.4631,28,2.321e-01,4,0.3118,False,0.7079
Mlst8,Weak,False,co-hit|co-citation|contextual,5,4,26.25,2.298e-02,2.41,1.024e-01,0.3073,31,4.823e-01,4,0.2308,False,0.7101
Fam58b,Weak,False,co-hit|co-citation|contextual,4,4,36.818,2.298e-02,1.45,3.237e-01,0.4633,31,2.008e-01,4,0.3063,False,0.7079
Alg14,Weak,False,co-hit|co-citation|contextual,4,4,36.818,2.298e-02,1.78,2.169e-01,0.4581,31,2.046e-01,4,0.25,False,0.7069
Hdac1,Weak,False,co-hit|co-citation|contextual,4,4,36.818,2.298e-02,2.82,1.055e-01,0.4556,31,2.097e-01,4,0.1574,False,0.7064
Slc3a2,Weak,False,co-hit|co-citation|contextual,4,4,36.818,2.298e-02,1.74,2.251e-01,0.3823,31,3.331e-01,4,0.2547,False,0.6917
Dctn3,Weak,False,co-hit|co-citation|contextual,4,4,36.818,2.298e-02,1.46,3.198e-01,0.3226,31,4.527e-01,4,0.3043,False,0.6798
Hist1h4k,Weak,False,co-hit|co-citation|contextual,4,4,36.818,2.298e-02,1.91,1.873e-01,0.3105,31,4.763e-01,4,0.2321,False,0.6774
Gle1,Weak,False,co-hit|co-citation|contextual,4,4,36.818,2.298e-02,1.78,2.169e-01,0.2996,31,4.970e-01,4,0.25,False,0.6752
Haus4,Weak,False,co-hit|co-citation|contextual,4,4,36.818,2.298e-02,1.53,2.912e-01,0.2887,31,5.226e-01,5,0.2903,False,0.673
Gemin4,Weak,False,co-hit|co-citation|contextual,4,4,36.818,2.298e-02,1.59,2.700e-01,0.2875,31,5.244e-01,4,0.2796,False,0.6728
Rpn1,Weak,False,co-hit|co-citation|contextual,4,4,36.818,2.298e-02,1.99,1.745e-01,0.2847,31,5.299e-01,4,0.2233,False,0.6722
Atr,Weak,False,co-hit|co-citation|contextual,4,4,36.818,2.298e-02,1.83,2.056e-01,0.2827,31,5.340e-01,4,0.2434,False,0.6718
Pcyt2,Weak,False,co-hit|co-citation|contextual,4,4,36.818,2.298e-02,1.7,2.368e-01,0.281,31,5.383e-01,4,0.2617,False,0.6715
Rnaseh2c,Weak,False,co-hit|co-citation|contextual,4,4,36.818,2.298e-02,1.56,2.823e-01,0.269,31,5.649e-01,4,0.2857,False,0.6691
Zmat5,Weak,False,co-hit|co-citation|contextual,4,4,36.818,2.298e-02,1.98,1.763e-01,0.2573,31,5.887e-01,4,0.2247,False,0.6667
Ndufb10,Weak,False,co-hit|co-citation|contextual,4,4,36.818,2.298e-02,1.63,2.573e-01,0.246,31,6.118e-01,4,0.2727,False,0.6645
Atp1b3,Weak,False,co-hit|co-citation|contextual,4,4,36.818,2.298e-02,2.31,1.343e-01,0.2435,31,6.181e-01,4,0.1923,False,0.664
Terf1,Weak,False,co-hit|co-citation|contextual,4,4,36.818,2.298e-02,2.01,1.720e-01,0.2375,31,6.342e-01,4,0.2212,False,0.6628
Tubgcp2,Weak,False,co-hit|co-citation|contextual,4,4,36.818,2.298e-02,1.69,2.409e-01,0.2359,31,6.371e-01,4,0.2637,False,0.6624
Dync1i2,Weak,False,co-hit|co-citation|contextual,4,4,36.818,2.298e-02,1.53,2.912e-01,0.2194,31,6.675e-01,4,0.2903,False,0.6591
Zw10,Weak,False,co-hit|co-citation|contextual,4,4,36.818,2.298e-02,2.5,1.207e-01,0.1992,31,7.082e-01,4,0.1778,False,0.6551
Fip1l1,Weak,False,co-hit|co-citation|contextual,4,4,36.818,2.298e-02,2.37,1.311e-01,0.1726,31,7.631e-01,4,0.1875,False,0.6498
Spcs2,Weak,False,co-hit|co-citation|contextual,4,4,36.818,2.298e-02,1.85,2.015e-01,0.1581,31,7.855e-01,4,0.2407,False,0.6469
Mzt1,Weak,False,co-hit|co-citation|contextual,4,4,36.818,2.298e-02,2.47,1.236e-01,0.1516,31,7.963e-01,4,0.1798,False,0.6456
Dna2,Weak,False,co-hit|co-citation|contextual,4,4,36.818,2.298e-02,2.12,1.553e-01,0.1464,31,8.067e-01,4,0.2098,False,0.6445
2410131K14Rik,Weak,False,co-hit|co-citation|contextual,4,4,36.818,2.298e-02,1.72,2.314e-01,0.1452,31,8.096e-01,4,0.2584,False,0.6443
Ndufa2,Weak,False,co-hit|co-citation|contextual,4,4,36.818,2.298e-02,1.53,2.923e-01,0.1214,31,8.483e-01,4,0.2909,False,0.6395
Dusp12,Weak,False,co-hit|co-citation|contextual,4,4,36.818,2.298e-02,2.24,1.410e-01,0.0948,31,8.858e-01,4,0.1981,False,0.6342
Nolc1,Weak,False,co-hit|co-citation|contextual,4,4,36.818,2.298e-02,2.5,1.207e-01,0.0282,31,9.710e-01,4,0.1778,False,0.6209
Xpo5,Weak,False,co-hit|co-citation|contextual,4,4,36.818,2.298e-02,2.2,1.462e-01,0.0181,31,9.844e-01,4,0.2018,False,0.6189
Dynlt1f,Weak,False,co-hit|co-essentiality|co-citation|contextual,4,4,35.182,2.432e-02,1.94,1.825e-01,0.556,30,1.064e-01,4,0.2292,False,0.7252
Sfi1,Weak,False,co-hit|co-essentiality|co-citation|contextual,4,4,35.182,2.432e-02,1.59,2.700e-01,0.5012,30,1.610e-01,4,0.2796,False,0.7143
Hccs,Weak,False,co-hit|co-citation|contextual,5,4,25.0,2.432e-02,1.92,1.448e-01,0.2957,30,5.174e-01,4,0.2897,False,0.7065
Nploc4,Weak,False,co-hit|co-citation|contextual,4,4,35.182,2.432e-02,1.32,3.896e-01,0.3691,30,3.706e-01,4,0.337,False,0.6879
Mettl1,Weak,False,co-hit|co-citation|contextual,4,4,35.182,2.432e-02,2.12,1.549e-01,0.3615,30,3.855e-01,4,0.2095,False,0.6863
Arf6,Weak,False,co-hit|co-citation|contextual,4,4,35.182,2.432e-02,2.94,1.024e-01,0.3602,30,3.892e-01,4,0.1509,False,0.6861
Bdp1,Weak,False,co-hit|co-citation|contextual,4,4,35.182,2.432e-02,2.58,1.162e-01,0.3206,30,4.668e-01,4,0.172,False,0.6782
Pigu,Weak,False,co-hit|co-citation|contextual,4,4,35.182,2.432e-02,1.81,2.088e-01,0.3139,30,4.785e-01,4,0.2455,False,0.6768
Lce1c,Weak,False,co-hit|co-citation|contextual,4,4,35.182,2.432e-02,2.4,1.304e-01,0.3121,30,4.828e-01,4,0.1852,False,0.6765
Smc5,Weak,False,co-hit|co-citation|contextual,4,4,35.182,2.432e-02,2.09,1.590e-01,0.2979,30,5.139e-01,4,0.2126,False,0.6736
Gm3238,Weak,False,co-hit|co-citation|contextual,4,4,35.182,2.432e-02,2.27,1.382e-01,0.2943,30,5.207e-01,4,0.1957,False,0.6729
Cog4,Weak,False,co-hit|co-citation|contextual,4,4,35.182,2.432e-02,2.31,1.343e-01,0.2823,30,5.460e-01,4,0.1923,False,0.6705
Anapc1,Weak,False,co-hit|co-citation|contextual,4,4,35.182,2.432e-02,1.7,2.378e-01,0.2138,30,6.863e-01,4,0.2621,False,0.6568
Nsmce3,Weak,False,co-hit|co-citation|contextual,4,4,35.182,2.432e-02,1.84,2.031e-01,0.2049,30,7.058e-01,4,0.2419,False,0.655
Ndufs2,Weak,False,co-hit|co-citation|contextual,4,4,35.182,2.432e-02,1.56,2.795e-01,0.2031,30,7.082e-01,4,0.2844,False,0.6547
Exoc8,Weak,False,co-hit|co-citation|contextual,4,4,35.182,2.432e-02,2.43,1.277e-01,0.1964,30,7.205e-01,4,0.1828,False,0.6533
Yy1,Weak,False,co-hit|co-citation|contextual,4,4,35.182,2.432e-02,2.91,1.024e-01,0.1684,30,7.737e-01,4,0.1528,False,0.6477
Timmdc1,Weak,False,co-hit|co-citation|contextual,4,4,35.182,2.432e-02,1.88,1.938e-01,0.1497,30,8.056e-01,4,0.236,False,0.644
Slc7a5,Weak,False,co-hit|co-citation|contextual,4,4,35.182,2.432e-02,1.93,1.848e-01,0.1435,30,8.168e-01,4,0.2308,False,0.6427
Pigs,Weak,False,co-hit|co-citation|contextual,4,4,35.182,2.432e-02,2.33,1.323e-01,0.1386,30,8.234e-01,4,0.1905,False,0.6418
