gene,tier,specific,channels,n_cohit,n_cohit_pubs,odds_ratio,cohit_q,spec_enrichment,spec_q,rho,n_coess,coess_q,n_shared_pubs,hit_freq_all,is_core_essential,strength
Vrk1,Weak,True,co-hit|co-citation|contextual,6,6,20.0,1.990e-02,2.37,9.340e-02,0.3117,31,4.721e-01,6,0.2816,False,0.7474
Ddx47,Weak,True,co-hit|co-citation|contextual,6,6,20.0,1.990e-02,2.32,9.400e-02,0.3056,31,4.862e-01,6,0.287,False,0.7462
Pafah1b1,Weak,True,co-hit|co-citation|contextual,6,6,20.0,1.990e-02,2.19,9.440e-02,0.2972,31,5.028e-01,6,0.3039,False,0.7445
Trappc4,Weak,True,co-hit|co-citation|contextual,6,6,20.0,1.990e-02,2.33,9.400e-02,0.2798,31,5.401e-01,6,0.2857,False,0.741
Brd2,Weak,True,co-hit|co-citation|contextual,6,6,20.0,1.990e-02,2.47,8.634e-02,0.2742,31,5.523e-01,6,0.2703,False,0.7399
Tars,Weak,True,co-hit|co-citation|contextual,6,6,20.0,1.990e-02,2.18,9.440e-02,0.2714,31,5.597e-01,6,0.3056,False,0.7393
Pop5,Weak,True,co-hit|co-citation|contextual,6,6,20.0,1.990e-02,2.73,8.387e-02,0.2653,31,5.728e-01,6,0.2446,False,0.7381
Dut,Weak,True,co-hit|co-citation|contextual,6,6,20.0,1.990e-02,2.12,9.899e-02,0.2617,31,5.807e-01,6,0.3143,False,0.7374
4930555G01Rik,Weak,True,co-hit|co-citation|contextual,6,6,20.0,1.990e-02,3.78,7.477e-02,0.2581,31,5.870e-01,6,0.1765,False,0.7367
Taf5,Weak,True,co-hit|co-citation|contextual,6,6,20.0,1.990e-02,2.69,8.387e-02,0.2492,31,6.047e-01,6,0.2476,False,0.7349
Eif3g,Weak,True,co-hit|co-citation|contextual,6,6,20.0,1.990e-02,2.7,8.387e-02,0.246,31,6.118e-01,6,0.2465,False,0.7343
Rabggta,Weak,True,co-hit|co-citation|contextual,6,6,20.0,1.990e-02,2.12,9.963e-02,0.2403,31,6.270e-01,7,0.3148,False,0.7331
Pdcd11,Weak,True,co-hit|co-citation|contextual,6,6,20.0,1.990e-02,2.13,9.830e-02,0.204,31,7.006e-01,6,0.3131,False,0.7259
Timm23,Weak,True,co-hit|co-citation|contextual,6,6,20.0,1.990e-02,2.21,9.440e-02,0.2036,31,7.016e-01,6,0.3011,False,0.7258
Nol7,Weak,True,co-hit|co-citation|contextual,6,6,20.0,1.990e-02,2.32,9.400e-02,0.2016,31,7.051e-01,6,0.2874,False,0.7254
Rps12,Weak,True,co-hit|co-citation|contextual,6,6,25.5,1.990e-02,2.08,9.553e-02,0.1801,27,7.718e-01,6,0.3614,True,0.7211
Taf7,Weak,True,co-hit|co-citation|contextual,6,6,20.0,1.990e-02,3.27,7.802e-02,0.1722,31,7.638e-01,6,0.2041,False,0.7195
Csnk1a1,Weak,True,co-hit|co-citation|contextual,6,6,20.0,1.990e-02,2.21,9.440e-02,0.1214,31,8.483e-01,6,0.3019,False,0.7093
Ints3,Weak,True,co-hit|co-citation|contextual,6,6,20.0,1.990e-02,2.71,8.387e-02,0.1089,31,8.680e-01,6,0.246,False,0.7068
Hist1h3e,Weak,True,co-hit|co-essentiality|co-citation|contextual,6,6,19.0,2.139e-02,2.15,9.553e-02,0.6076,30,6.164e-02,6,0.3103,False,0.805
Gm2897,Weak,True,co-hit|co-essentiality|co-citation|contextual,6,6,19.0,2.139e-02,2.52,8.387e-02,0.5818,30,8.587e-02,7,0.2647,False,0.7999
Gm10406,Weak,True,co-hit|co-essentiality|co-citation|contextual,6,6,19.0,2.139e-02,2.67,8.387e-02,0.5506,30,1.124e-01,7,0.25,False,0.7936
Gnl2,Weak,True,co-hit|co-citation|contextual,6,6,19.0,2.139e-02,2.18,9.440e-02,0.4754,30,1.969e-01,6,0.3056,False,0.7786
Xrcc3,Weak,True,co-hit|co-citation|contextual,6,6,19.0,2.139e-02,2.96,7.826e-02,0.4412,30,2.440e-01,6,0.2536,False,0.7717
Med20,Weak,True,co-hit|co-citation|contextual,6,6,19.0,2.139e-02,2.19,9.440e-02,0.4109,30,2.935e-01,6,0.3431,False,0.7657
Smc4,Weak,True,co-hit|co-citation|contextual,6,6,19.0,2.139e-02,2.65,8.387e-02,0.3593,30,3.914e-01,6,0.252,False,0.7554
Gnb1l,Weak,True,co-hit|co-citation|contextual,6,6,19.0,2.139e-02,2.47,8.616e-02,0.341,30,4.284e-01,6,0.2698,False,0.7517
Rps24,Weak,True,co-hit|co-citation|contextual,6,6,19.0,2.139e-02,2.33,9.400e-02,0.3184,30,4.707e-01,7,0.2857,True,0.7472
Polr3f,Weak,True,co-hit|co-citation|contextual,6,6,19.0,2.139e-02,3.15,7.826e-02,0.261,30,5.887e-01,6,0.2115,False,0.7357
Surf6,Weak,True,co-hit|co-citation|contextual,6,6,19.0,2.139e-02,2.5,8.387e-02,0.2472,30,6.200e-01,6,0.2667,False,0.7329
Psma1,Weak,True,co-hit|co-citation|contextual,6,6,19.0,2.139e-02,2.18,9.440e-02,0.2218,30,6.703e-01,6,0.3056,True,0.7279
Pmpcb,Weak,True,co-hit|co-citation|contextual,6,6,19.0,2.139e-02,2.21,9.440e-02,0.2218,30,6.703e-01,6,0.3019,False,0.7279
Anapc5,Weak,True,co-hit|co-citation|contextual,6,6,19.0,2.139e-02,2.41,8.902e-02,0.208,30,6.993e-01,6,0.2762,False,0.7251
Srp19,Weak,True,co-hit|co-citation|contextual,6,6,19.0,2.139e-02,2.2,9.440e-02,0.2031,30,7.082e-01,6,0.3034,False,0.7241
Naa38,Weak,True,co-hit|co-citation|contextual,6,6,19.0,2.139e-02,2.69,8.387e-02,-0.2583,30,5.937e-01,6,0.2476,False,0.6835
Rpl28,Weak,True,co-hit|co-citation|contextual,7,6,15.75,2.202e-02,2.04,9.367e-02,0.4677,31,1.973e-01,7,0.3804,True,0.7764
Dpagt1,Weak,True,co-hit|co-citation|contextual,7,6,15.75,2.202e-02,2.33,8.387e-02,0.3512,31,3.952e-01,6,0.3333,False,0.7531
Cdk9,Weak,True,co-hit|co-essentiality|co-citation|contextual,6,6,18.0,2.298e-02,2.6,8.387e-02,0.5365,29,1.398e-01,7,0.2568,True,0.7892
Psmc5,Weak,True,co-hit|co-citation|contextual,6,6,18.0,2.298e-02,2.15,9.582e-02,0.4581,29,2.255e-01,6,0.3107,True,0.7736
Kdsr,Weak,True,co-hit|co-citation|contextual,6,6,18.0,2.298e-02,2.36,9.389e-02,0.002,29,9.981e-01,6,0.283,False,0.6823
Mup8,Weak,True,co-hit|co-citation|contextual,6,6,17.0,2.560e-02,3.04,8.015e-02,0.335,28,4.625e-01,6,0.2195,False,0.7466
Mms19,Weak,True,co-hit|co-essentiality|co-citation|contextual,6,6,12.667,3.329e-02,2.59,8.387e-02,0.5331,31,1.240e-01,6,0.2576,False,0.7805
Usp39,Weak,True,co-hit|co-citation|contextual,6,6,12.667,3.329e-02,2.12,9.963e-02,0.4944,31,1.607e-01,6,0.3148,False,0.7728
Eif2s3x,Weak,True,co-hit|co-citation|contextual,6,6,12.667,3.329e-02,2.12,9.899e-02,0.4819,31,1.770e-01,7,0.3143,False,0.7703
Smc2,Weak,True,co-hit|co-citation|contextual,6,6,12.667,3.329e-02,2.26,9.440e-02,0.4367,31,2.404e-01,7,0.2946,False,0.7612
Mat2a,Weak,True,co-hit|co-citation|contextual,6,6,12.667,3.329e-02,2.21,9.440e-02,0.4363,31,2.408e-01,6,0.3019,False,0.7611
Cdc123,Weak,True,co-hit|co-citation|contextual,6,6,12.667,3.329e-02,2.14,9.672e-02,0.4133,31,2.769e-01,7,0.3118,False,0.7565
Sbno1,Weak,True,co-hit|co-citation|contextual,6,6,12.667,3.329e-02,2.88,8.387e-02,0.4004,31,2.997e-01,6,0.2314,False,0.754
Lsm4,Weak,True,co-hit|co-citation|contextual,6,6,12.667,3.329e-02,2.5,8.387e-02,0.3831,31,3.328e-01,7,0.2672,False,0.7505
Rcc1,Weak,True,co-hit|co-citation|contextual,6,6,12.667,3.329e-02,2.29,9.400e-02,0.3226,31,4.527e-01,6,0.2909,False,0.7384
Mcm5,Weak,True,co-hit|co-citation|contextual,6,6,12.667,3.329e-02,2.22,9.440e-02,0.295,31,5.084e-01,6,0.301,False,0.7329
Polr2d,Weak,True,co-hit|co-citation|contextual,6,6,12.667,3.329e-02,2.28,9.418e-02,0.294,31,5.117e-01,6,0.2925,False,0.7327
Haus3,Weak,True,co-hit|co-citation|contextual,6,6,12.667,3.329e-02,2.11,9.972e-02,0.277,31,5.467e-01,7,0.3152,False,0.7293
Hist1h2bp,Weak,True,co-hit|co-citation|contextual,6,6,12.667,3.329e-02,2.36,9.389e-02,0.275,31,5.506e-01,7,0.283,False,0.7289
Pfdn6,Weak,True,co-hit|co-citation|contextual,6,6,12.667,3.329e-02,2.4,9.017e-02,0.2645,31,5.743e-01,6,0.2778,False,0.7268
Cdk11b,Weak,True,co-hit|co-citation|contextual,6,6,12.667,3.329e-02,3.53,7.547e-02,0.2617,31,5.807e-01,6,0.1887,False,0.7262
Nup160,Weak,True,co-hit|co-citation|contextual,6,6,12.667,3.329e-02,2.19,9.440e-02,0.2577,31,5.876e-01,7,0.3039,True,0.7254
Rfc4,Weak,True,co-hit|co-citation|contextual,6,6,12.667,3.329e-02,2.23,9.440e-02,0.2407,31,6.257e-01,6,0.299,False,0.722
Ttk,Weak,True,co-hit|co-citation|contextual,6,6,12.667,3.329e-02,2.38,9.218e-02,0.2016,31,7.051e-01,6,0.28,False,0.7142
Hist1h4d,Weak,True,co-hit|co-citation|contextual,6,6,12.667,3.329e-02,2.58,8.387e-02,0.1556,31,7.890e-01,7,0.2584,False,0.705
Gm4559,Weak,True,co-hit|co-citation|contextual,6,6,12.667,3.329e-02,2.85,8.387e-02,0.0915,31,8.909e-01,6,0.234,False,0.6922
Snrpb,Weak,True,co-hit|co-citation|contextual,6,6,12.667,3.329e-02,2.5,8.387e-02,-0.1383,31,8.204e-01,7,0.2672,False,0.6739
Lsm6,Weak,True,co-hit|co-essentiality|co-citation|contextual,6,6,13.5,3.478e-02,2.76,8.387e-02,0.6102,30,6.019e-02,7,0.2714,False,0.795
Sod1,Weak,True,co-hit|co-citation|contextual,6,6,13.5,3.478e-02,2.07,9.645e-02,0.2525,30,6.066e-01,6,0.3627,False,0.7234
Psmd7,Weak,True,co-hit|co-citation|contextual,6,6,12.0,3.889e-02,2.17,9.440e-02,0.4296,30,2.617e-01,6,0.3077,True,0.7564
9030624G23Rik,Weak,True,co-hit|co-citation|contextual,6,6,12.0,3.889e-02,2.16,9.519e-02,0.3348,30,4.396e-01,6,0.3091,False,0.7375
Gm10413,Weak,True,co-hit|co-citation|contextual,6,6,12.0,3.889e-02,2.18,9.440e-02,0.3348,30,4.396e-01,6,0.3056,False,0.7375
Cdc45,Weak,True,co-hit|co-citation|contextual,6,6,12.0,3.889e-02,2.34,9.393e-02,0.3192,30,4.690e-01,6,0.2846,False,0.7343
Gm10471,Weak,True,co-hit|co-citation|contextual,6,6,12.0,3.889e-02,2.62,8.387e-02,0.3086,30,4.909e-01,7,0.2545,False,0.7322
Copa,Weak,True,co-hit|co-citation|contextual,6,6,11.333,4.753e-02,2.19,9.440e-02,0.2291,29,6.651e-01,6,0.3048,True,0.712
Snrpe,Weak,True,co-hit|co-citation|contextual,7,6,10.5,4.891e-02,2.35,8.387e-02,0.2419,29,6.425e-01,6,0.3308,False,0.7139
Meaf6,Weak,True,co-hit|co-essentiality|co-citation|contextual,6,6,9.0,4.943e-02,2.91,8.387e-02,0.5633,31,9.308e-02,6,0.2292,False,0.778
Dhx8,Weak,True,co-hit|co-essentiality|co-citation|contextual,6,6,9.0,4.943e-02,2.32,9.400e-02,0.5552,31,1.007e-01,6,0.287,False,0.7763
Rhoa,Weak,True,co-hit|co-citation|contextual,6,6,9.0,4.943e-02,2.96,8.109e-02,0.4827,31,1.754e-01,6,0.2255,False,0.7618
Snrnp35,Weak,True,co-hit|co-citation|contextual,6,6,9.0,4.943e-02,2.14,9.672e-02,0.2048,31,6.987e-01,7,0.3118,False,0.7063
Ddx1,Weak,True,co-hit|co-essentiality|co-citation|contextual,6,5,117.0,6.233e-03,3.23,7.547e-02,0.5164,30,1.505e-01,5,0.2324,False,0.8135
Ywhae,Weak,True,co-hit|co-citation|contextual,6,5,79.857,6.233e-03,3.79,7.477e-02,0.3882,30,3.335e-01,5,0.1761,False,0.7879
Rft1,Weak,True,co-hit|co-citation|contextual,6,5,117.0,6.233e-03,2.64,8.387e-02,0.3882,30,3.335e-01,6,0.2841,False,0.7879
Rnaseh2b,Weak,True,co-hit|co-citation|contextual,7,5,70.0,6.233e-03,2.81,7.547e-02,0.3304,30,4.478e-01,5,0.2766,False,0.7763
Jtb,Weak,True,co-hit|co-citation|contextual,6,5,83.571,6.233e-03,4.82,7.477e-02,0.3298,31,4.385e-01,5,0.1383,False,0.7762
Eny2,Weak,True,co-hit|co-citation|contextual,6,5,79.857,6.233e-03,2.19,9.440e-02,0.2845,30,5.401e-01,5,0.3043,False,0.7672
Cept1,Weak,True,co-hit|co-citation|contextual,6,5,117.0,6.233e-03,3.27,7.547e-02,0.232,30,6.527e-01,5,0.2294,False,0.7567
Ndufb7,Weak,True,co-hit|co-citation|contextual,6,5,111.8,6.233e-03,4.22,7.477e-02,0.166,29,7.833e-01,5,0.1776,False,0.7435
Oxsm,Weak,True,co-hit|co-citation|contextual,6,5,63.0,1.015e-02,2.47,8.387e-02,0.1902,30,7.330e-01,5,0.3039,False,0.7377
Zfp992,Weak,True,co-hit|co-essentiality|co-citation|contextual,5,5,70.714,1.024e-02,2.44,9.643e-02,0.5755,30,8.931e-02,5,0.2564,False,0.7813
Sacm1l,Weak,True,co-hit|co-citation|contextual,7,5,35.0,1.024e-02,2.47,8.109e-02,0.4085,31,2.854e-01,5,0.3148,False,0.7812
Hist1h4i,Weak,True,co-hit|co-citation|contextual,5,5,70.714,1.024e-02,3.91,7.826e-02,0.487,30,1.808e-01,5,0.16,False,0.7636
Senp6,Weak,True,co-hit|co-citation|contextual,5,5,70.714,1.024e-02,6.15,7.477e-02,0.3749,30,3.596e-01,5,0.1017,False,0.7411
Mnat1,Weak,True,co-hit|co-citation|contextual,5,5,70.714,1.024e-02,3.58,8.109e-02,0.3232,30,4.625e-01,5,0.1748,False,0.7308
Zscan4c,Weak,True,co-hit|co-citation|contextual,5,5,70.714,1.024e-02,3.01,8.387e-02,0.3161,30,4.751e-01,6,0.2075,False,0.7294
Ppp1r7,Weak,True,co-hit|co-citation|contextual,5,5,70.714,1.024e-02,2.58,9.440e-02,0.2489,30,6.150e-01,5,0.2424,False,0.7159
Fignl1,Weak,True,co-hit|co-essentiality|co-citation|contextual,6,5,42.0,1.047e-02,3.45,7.547e-02,0.5339,31,1.235e-01,5,0.1931,False,0.8058
Diexf,Weak,True,co-hit|co-citation|contextual,6,5,42.0,1.047e-02,3.41,7.547e-02,0.4278,31,2.538e-01,5,0.1954,False,0.7846
Actr8,Weak,True,co-hit|co-citation|contextual,6,5,42.0,1.047e-02,3.85,7.477e-02,0.4113,31,2.802e-01,5,0.1732,False,0.7813
Vmn2r31,Weak,True,co-hit|co-citation|contextual,6,5,42.0,1.047e-02,3.63,7.477e-02,0.3827,31,3.328e-01,5,0.1837,False,0.7755
Gm10665,Weak,True,co-hit|co-essentiality|co-citation|contextual,5,5,67.571,1.047e-02,2.85,8.785e-02,0.5177,29,1.545e-01,5,0.2195,False,0.7692
Hist1h4j,Weak,True,co-hit|co-citation|contextual,6,5,42.0,1.047e-02,2.4,9.017e-02,0.3238,31,4.502e-01,5,0.2778,False,0.7638
H3f3a,Weak,True,co-hit|co-citation|contextual,5,5,55.0,1.047e-02,4.31,7.547e-02,0.475,31,1.872e-01,5,0.129,False,0.7607
Atp5l,Weak,True,co-hit|co-citation|contextual,6,5,42.0,1.047e-02,3.54,7.547e-02,0.2452,31,6.136e-01,5,0.1881,False,0.748
Tfip11,Weak,True,co-hit|co-citation|contextual,5,5,55.0,1.047e-02,2.66,9.440e-02,0.4101,31,2.828e-01,5,0.2088,False,0.7477
Ino80,Weak,True,co-hit|co-citation|contextual,6,5,42.0,1.047e-02,4.7,7.477e-02,0.2161,31,6.744e-01,5,0.142,False,0.7422
Zc3h10,Weak,True,co-hit|co-citation|contextual,5,5,55.0,1.047e-02,4.17,7.717e-02,0.3125,31,4.712e-01,5,0.1333,False,0.7282
Stx18,Weak,True,co-hit|co-citation|contextual,5,5,55.0,1.047e-02,2.72,9.400e-02,0.3073,31,4.823e-01,5,0.2039,False,0.7271
Vmn1r3,Weak,True,co-hit|co-citation|contextual,5,5,55.0,1.047e-02,2.5,9.643e-02,0.2883,31,5.234e-01,5,0.2222,False,0.7233
Gm5662,Weak,True,co-hit|co-citation|contextual,5,5,55.0,1.047e-02,2.78,9.393e-02,0.2843,31,5.311e-01,5,0.2,False,0.7225
Smg9,Weak,True,co-hit|co-citation|contextual,6,5,42.0,1.047e-02,3.56,7.547e-02,0.0258,31,9.748e-01,6,0.1875,False,0.7042
Btbd35f16,Weak,True,co-hit|co-citation|contextual,5,5,67.571,1.047e-02,3.85,7.826e-02,0.1887,29,7.418e-01,5,0.1622,False,0.7034
Ipo5,Weak,True,co-hit|co-citation|contextual,5,5,55.0,1.047e-02,2.89,8.902e-02,0.1673,31,7.716e-01,5,0.1923,False,0.6991
Sdha,Weak,True,co-hit|co-citation|contextual,5,5,55.0,1.047e-02,2.55,9.440e-02,0.1593,31,7.844e-01,5,0.2182,False,0.6975
Vps54,Weak,True,co-hit|co-citation|contextual,5,5,55.0,1.047e-02,3.04,8.387e-02,0.1036,31,8.765e-01,5,0.1828,False,0.6864
Eef1e1,Weak,True,co-hit|co-essentiality|co-citation|contextual,5,5,52.556,1.106e-02,2.54,9.440e-02,0.5439,30,1.207e-01,6,0.2188,False,0.7733
Prkar1a,Weak,True,co-hit|co-citation|contextual,6,5,40.0,1.106e-02,3.28,7.717e-02,0.3753,30,3.581e-01,5,0.2031,False,0.7729
Mup18,Weak,True,co-hit|co-citation|contextual,5,5,58.143,1.106e-02,3.85,7.826e-02,0.4981,26,2.047e-01,5,0.1622,False,0.7641
Vps52,Weak,True,co-hit|co-citation|contextual,6,5,40.0,1.106e-02,2.27,9.440e-02,0.2156,30,6.829e-01,6,0.2935,False,0.7409
Ddx31,Weak,True,co-hit|co-citation|contextual,5,5,52.556,1.106e-02,2.68,9.440e-02,0.3402,30,4.303e-01,5,0.2075,False,0.7325
Hist1h4c,Weak,True,co-hit|co-citation|contextual,5,5,52.556,1.106e-02,4.67,7.477e-02,0.2877,30,5.340e-01,5,0.119,False,0.722
Cep192,Weak,True,co-hit|co-citation|contextual,5,5,52.556,1.106e-02,4.55,7.547e-02,0.2254,30,6.650e-01,5,0.1222,False,0.7096
Rptor,Weak,True,co-hit|co-essentiality|co-citation|contextual,6,5,30.0,1.338e-02,2.33,8.902e-02,0.5141,30,1.506e-01,6,0.3226,False,0.7965
Dnajc2,Weak,True,co-hit|co-citation|contextual,6,5,30.0,1.338e-02,2.48,8.387e-02,0.4225,30,2.730e-01,5,0.3019,False,0.7782
Pam16,Weak,True,co-hit|co-citation|contextual,6,5,30.0,1.338e-02,2.13,9.440e-02,0.3068,30,4.931e-01,6,0.3523,False,0.755
Ppp1r10,Weak,True,co-hit|co-citation|contextual,6,5,30.0,1.338e-02,2.23,9.400e-02,0.2636,30,5.858e-01,6,0.3368,False,0.7464
Mau2,Weak,True,co-hit|co-citation|contextual,6,5,30.0,1.338e-02,2.88,8.109e-02,0.168,30,7.752e-01,6,0.2609,False,0.7273
Pfn1,Weak,True,co-hit|co-citation|contextual,7,5,22.167,1.429e-02,2.03,9.393e-02,0.4907,31,1.644e-01,6,0.3832,False,0.7904
Vmn1r135,Weak,True,co-hit|co-citation|contextual,5,5,47.667,1.429e-02,3.8,8.015e-02,0.3892,28,3.567e-01,5,0.1463,False,0.7368
Vmn2r48,Weak,True,co-hit|co-citation|contextual,5,5,47.667,1.429e-02,3.06,8.387e-02,-0.0038,28,9.971e-01,5,0.1818,False,0.6589
Pcyt1a,Weak,True,co-hit|co-essentiality|co-citation|contextual,6,5,28.5,1.529e-02,3.09,7.826e-02,0.503,29,1.709e-01,7,0.243,False,0.7914
Pcbp2,Weak,True,co-hit|co-citation|contextual,6,5,28.5,1.529e-02,2.82,8.169e-02,0.1128,29,8.680e-01,5,0.266,False,0.7133
Gm14434,Weak,True,co-hit|co-citation|contextual,5,5,45.222,1.672e-02,3.06,8.387e-02,0.4151,27,3.264e-01,5,0.1818,False,0.7385
Mup16,Weak,True,co-hit|co-citation|contextual,5,5,45.222,1.672e-02,3.1,8.387e-02,0.3394,27,4.649e-01,5,0.1795,False,0.7234
Vmn1r139,Weak,True,co-hit|co-citation|contextual,5,5,45.222,1.672e-02,3.02,8.387e-02,0.3132,27,5.168e-01,5,0.1842,False,0.7181
Uqcrq,Weak,True,co-hit|co-citation|contextual,6,5,20.0,1.990e-02,2.32,9.400e-02,0.4585,31,2.045e-01,5,0.287,False,0.7768
Rbbp6,Weak,True,co-hit|co-citation|contextual,6,5,20.0,1.990e-02,2.27,9.440e-02,0.3968,31,3.065e-01,5,0.2941,False,0.7644
Ercc2,Weak,True,co-hit|co-citation|contextual,5,5,35.0,1.990e-02,2.45,9.533e-02,0.4812,30,1.888e-01,7,0.2552,False,0.748
Rad51d,Weak,True,co-hit|co-citation|contextual,5,5,35.0,1.990e-02,2.75,9.244e-02,0.4638,30,2.076e-01,5,0.227,False,0.7445
Dcaf13,Weak,True,co-hit|co-citation|contextual,5,5,33.333,1.990e-02,2.45,9.519e-02,0.4616,29,2.221e-01,7,0.2547,False,0.744
Lars,Weak,True,co-hit|co-citation|contextual,5,5,35.0,1.990e-02,2.52,9.440e-02,0.4585,30,2.156e-01,5,0.2482,False,0.7434
Kpna2,Weak,True,co-hit|co-citation|contextual,5,5,35.0,1.990e-02,4.55,7.477e-02,0.398,30,3.165e-01,6,0.1373,False,0.7313
Skp1a,Weak,True,co-hit|co-citation|contextual,5,5,35.0,1.990e-02,2.4,9.972e-02,0.3108,30,4.862e-01,6,0.26,False,0.7139
Rad51c,Weak,True,co-hit|co-citation|contextual,5,5,33.333,1.990e-02,3.38,8.387e-02,0.2734,29,5.750e-01,5,0.1852,False,0.7064
Kin,Weak,True,co-hit|co-citation|contextual,5,5,35.0,1.990e-02,2.96,8.387e-02,0.2636,30,5.858e-01,6,0.2114,False,0.7044
Zfp600,Weak,True,co-hit|co-citation|contextual,5,5,35.0,1.990e-02,3.12,8.387e-02,0.2352,30,6.460e-01,5,0.2,False,0.6988
Smarca4,Weak,True,co-hit|co-citation|contextual,5,5,35.0,1.990e-02,2.99,8.387e-02,0.2187,30,6.757e-01,5,0.2093,False,0.6955
Cenpc1,Weak,True,co-hit|co-citation|contextual,5,5,33.333,1.990e-02,3.84,7.826e-02,0.1975,29,7.255e-01,6,0.1628,False,0.6912
Slc2a1,Weak,True,co-hit|co-citation|contextual,5,5,35.0,1.990e-02,3.1,8.387e-02,0.1293,30,8.387e-01,5,0.2019,False,0.6776
Ptp4a1,Weak,True,co-hit|co-citation|contextual,5,5,35.0,1.990e-02,5.12,7.477e-02,0.0323,30,9.673e-01,5,0.122,False,0.6582
Timm13,Weak,True,co-hit|co-essentiality|co-citation|contextual,6,5,19.0,2.139e-02,2.21,9.400e-02,0.5867,30,8.264e-02,5,0.3396,False,0.8008
Dnaja3,Weak,True,co-hit|co-essentiality|co-citation|contextual,6,5,19.0,2.139e-02,2.3,9.400e-02,0.535,30,1.322e-01,5,0.2903,False,0.7905
Med13,Weak,True,co-hit|co-citation|contextual,6,5,19.0,2.139e-02,2.44,8.834e-02,0.3971,30,3.176e-01,5,0.2737,False,0.7629
Opa1,Weak,True,co-hit|co-citation|contextual,6,5,19.0,2.139e-02,2.53,8.387e-02,0.1573,30,7.900e-01,5,0.2632,False,0.715
Btbd35f28,Weak,True,co-hit|co-citation|contextual,6,5,24.0,2.139e-02,2.83,8.109e-02,0.1125,26,8.774e-01,5,0.2647,False,0.706
Cmip,Weak,True,co-hit|co-citation|contextual,6,5,19.0,2.139e-02,2.76,8.387e-02,0.0714,30,9.196e-01,6,0.2717,False,0.6978
H2afj,Weak,True,co-hit|co-essentiality|co-citation|contextual,5,5,26.25,2.298e-02,4.35,7.547e-02,0.5081,31,1.506e-01,5,0.1277,False,0.7502
Hist1h2ah,Weak,True,co-hit|co-citation|contextual,5,5,26.25,2.298e-02,3.33,8.387e-02,0.4331,31,2.454e-01,5,0.1667,False,0.7352
Sprtn,Weak,True,co-hit|co-citation|contextual,5,5,26.25,2.298e-02,2.59,9.440e-02,0.4262,31,2.568e-01,5,0.2143,False,0.7338
Gm10662,Weak,True,co-hit|co-citation|contextual,5,5,26.25,2.298e-02,3.19,8.387e-02,0.4246,31,2.587e-01,5,0.1739,False,0.7335
Nupl1,Weak,True,co-hit|co-citation|contextual,5,5,26.25,2.298e-02,4.05,7.826e-02,0.4101,31,2.828e-01,5,0.1373,False,0.7306
Sart1,Weak,True,co-hit|co-citation|contextual,5,5,26.25,2.298e-02,2.97,8.585e-02,0.3879,31,3.247e-01,5,0.1868,False,0.7262
Hist2h2aa2,Weak,True,co-hit|co-citation|contextual,5,5,30.0,2.298e-02,2.5,9.440e-02,0.3632,27,4.230e-01,6,0.25,False,0.7212
Nipbl,Weak,True,co-hit|co-citation|contextual,6,5,18.0,2.298e-02,2.62,8.387e-02,0.1764,29,7.673e-01,5,0.2545,False,0.7172
Vmn1r79,Weak,True,co-hit|co-citation|contextual,5,5,26.25,2.298e-02,3.68,8.109e-02,0.3302,31,4.380e-01,5,0.1509,False,0.7146
Cog8,Weak,True,co-hit|co-citation|contextual,5,5,26.25,2.298e-02,3.85,7.880e-02,0.302,31,4.929e-01,5,0.1442,False,0.709
Exoc7,Weak,True,co-hit|co-citation|contextual,5,5,26.25,2.298e-02,3.13,8.387e-02,0.2976,31,5.015e-01,5,0.1776,False,0.7081
Vmn2r47,Weak,True,co-hit|co-citation|contextual,5,5,26.25,2.298e-02,3.26,8.387e-02,0.2819,31,5.367e-01,5,0.1702,False,0.705
Exosc3,Weak,True,co-hit|co-citation|contextual,5,5,26.25,2.298e-02,2.6,9.440e-02,0.269,31,5.649e-01,5,0.2138,False,0.7024
Tbcc,Weak,True,co-hit|co-citation|contextual,5,5,26.25,2.298e-02,2.65,9.440e-02,0.2629,31,5.778e-01,5,0.2095,False,0.7012
Rpl41,Weak,True,co-hit|co-citation|contextual,5,5,26.25,2.298e-02,4.44,7.547e-02,0.1931,31,7.205e-01,5,0.125,True,0.6872
Gm8300,Weak,True,co-hit|co-citation|contextual,5,5,26.25,2.298e-02,2.61,9.440e-02,0.0887,31,8.949e-01,5,0.2128,False,0.6663
Suz12,Weak,True,co-hit|co-citation|contextual,5,5,26.25,2.298e-02,2.78,9.393e-02,0.0738,31,9.148e-01,5,0.2,False,0.6634
Ndufa10,Weak,True,co-hit|co-citation|contextual,5,5,26.25,2.298e-02,2.48,9.878e-02,0.0214,31,9.791e-01,5,0.2243,False,0.6529
Ttc37,Weak,True,co-hit|co-citation|contextual,5,5,25.0,2.432e-02,4.17,7.717e-02,0.4963,30,1.680e-01,6,0.1333,False,0.7466
Alg12,Weak,True,co-hit|co-citation|contextual,5,5,25.0,2.432e-02,6.11,7.477e-02,0.2165,30,6.807e-01,5,0.0909,False,0.6907
Mcts1,Weak,True,co-hit|co-citation|contextual,5,5,25.0,2.432e-02,3.16,8.387e-02,0.2142,30,6.857e-01,5,0.1758,False,0.6902
